20,Spigen Sam,Consumer;Technology;,Phones,Central United States,4/24/2022,3/22/2022,261.67,135.28,83,11228.24,21718.61,10490.37,,
20,Spigen Sam,Consumer;Technology;,Phones,Central United States,4/24/2022,3/22/2022,261.67,135.28,83,11228.24,21718.61,10490.37,,
21,Polycom CX,Consumer;Office Supplies;,Binders,East United States,2/20/2023,5/22/2022,134.15,103.81,29,3010.49,3890.35,879.86,,
22,Swingline ,Corporate;Office Supplies;,Art,East Canada,12/20/2022,10/14/2022,493.95,425.33,3,1275.99,1481.85,205.86,,
23,Logitech G,Corporate;Office Supplies;,Appliances,East Mexico,12/2/2022,3/26/2022,152.83,127.6,90,11484,13754.7,2270.7,,
24,Avery Fram,Consumer;Furniture;,Chairs,East Canada,2/28/2022,7/5/2022,387.66,213.58,58,12387.64,22484.28,10096.64,,
25,Staples,Consumer;Furniture;,Tables,East United States,6/1/2022,8/26/2022,219.47,120.82,76,9182.32,16679.72,7497.4,,
26,Performers,Consumer;Office Supplies;,Binders,East United States,10/30/2022,9/25/2022,111.05,91.66,2,183.32,222.1,38.78,,
27,Tennsco Do,Consumer;Technology;,Accessories,East Brazil,11/3/2022,1/28/2023,401.86,349.5,75,26212.5,30139.5,3927,,
28,Xerox 1996,Consumer;Furniture;,Bookcases,East Mexico,1/17/2023,10/18/2022,173.47,118.7,28,3323.6,4857.16,1533.56,,
29,Avery 499,Consumer;Office Supplies;,Binders,East United States,12/5/2022,10/25/2022,433.94,303.58,82,24893.56,35583.08,10689.52,,
30,Xerox 227,Consumer;Furniture;,Furnishings,Central Brazil,10/20/2022,9/7/2022,458.48,287.61,77,22145.97,35302.96,13156.99,,
31,Kensington,Consumer;Office Supplies;,Envelopes,Central Mexico,2/14/2023,11/15/2022,431.31,369.94,86,31814.84,37092.66,5277.82,,
32,Office Sta,Consumer;Office Supplies;,Art,Central Canada,7/16/2022,7/20/2022,27.15,20.58,76,1564.08,2063.4,499.32,,
33,Plantronic,Consumer;Office Supplies;,Binders,East Mexico,6/21/2022,9/25/2022,395.81,243.54,2,487.08,791.62,304.54,,
34,Wausau Pap,Consumer;Office Supplies;,Art,Central Mexico,4/30/2022,4/29/2022,211.56,131.06,7,917.42,1480.92,563.5,,
35,Master Cas,Home Office;Office Supplies;,Paper,East United States,10/30/2022,10/20/2022,438.12,375.24,26,9756.24,11391.12,1634.88,,
36,Hon Pagoda,Corporate;Technology;,Phones,East United States,3/10/2022,8/14/2022,322.6,163.06,90,14675.4,29034,14358.6,,
37,Decoflex H,Corporate;Furniture;,Furnishings,Central Mexico,5/31/2022,9/29/2022,418.49,263.27,88,23167.76,36827.12,13659.36,,
38,Easy-stapl,Home Office;Office Supplies;,Envelopes,East United States,8/31/2022,12/18/2022,254.72,183.84,76,13971.84,19358.72,5386.88,,
39,invisibleS,Home Office;Furniture;,Bookcases,East United States,8/18/2022,5/6/2022,272.16,152.22,16,2435.52,4354.56,1919.04,,
40,Office Sta,Home Office;Furniture;,Chairs,East United States,12/19/2022,7/21/2022,80.75,43.35,23,997.05,1857.25,860.2,,
41,Global Low,Home Office;Technology;,Phones,East Brazil,8/26/2022,9/30/2022,394.15,325.61,40,13024.4,15766,2741.6,,
42,Polycom CX,Corporate;Technology;,Phones,East Brazil,1/3/2023,10/13/2022,215.5,184.85,60,11091,12930,1839,,
43,GBC Velobi,Corporate;Office Supplies;,Storage,East Mexico,1/11/2023,3/24/2022,255.04,211.54,73,15442.42,18617.92,3175.5,,
44,Acco Suede,Corporate;Office Supplies;,Storage,East United States,4/14/2022,3/28/2022,394.7,339.25,32,10856,12630.4,1774.4,,
45,GE 30522EE,Corporate;Technology;,Accessories,East Brazil,6/29/2022,1/27/2023,303.43,218.85,15,3282.75,4551.45,1268.7,,
46,Sony 64GB ,Corporate;Office Supplies;,Binders,East Mexico,9/3/2022,10/7/2022,108.54,89.53,13,1163.89,1411.02,247.13,,
47,Tennsco Lo,Consumer;Office Supplies;,Storage,Central USA,9/6/2022,3/1/2022,299.21,195.57,5,977.85,1496.05,518.2,,
48,Master Big,Consumer;Technology;,Accessories,East Canada,11/17/2022,7/23/2022,209.74,160.77,75,12057.75,15730.5,3672.75,,
49,GBC VeloBi,Consumer;Technology;,Phones,East USA,2/11/2023,11/23/2022,240.07,214.99,74,15909.26,17765.18,1855.92,,
50,Plantronic,Consumer;Office Supplies;,Binders,East USA,7/5/2022,8/13/2022,23.87,14.09,52,732.68,1241.24,508.56,,
51,White Dual,Consumer;Office Supplies;,Labels,East Brazil,7/19/2022,4/9/2022,112.91,74.06,77,5702.62,8694.07,2991.45,,
52,Carina Min,Consumer;Furniture;,Furnishings,East Mexico,4/17/2022,1/27/2023,147.71,102.22,41,4191.02,6056.11,1865.09,,
53,Nortel Net,Consumer;Furniture;,Chairs,East Mexico,11/23/2022,8/19/2022,359.35,199.51,53,10574.03,19045.55,8471.52,,
54,Xerox 1908,Corporate;Office Supplies;,Fasteners,East Brazil,8/31/2022,8/5/2022,15.63,8.32,50,416,781.5,365.5,,
55,Chromcraft,Corporate;Technology;,Phones,East USA,2/7/2023,8/29/2022,210.3,174.95,15,2624.25,3154.5,530.25,,
56,Kingston D,Consumer;Office Supplies;,Storage,Central Canada,12/11/2022,7/5/2022,462.77,412.2,7,2885.4,3239.39,353.99,,
57,Acme Elite,Consumer;Office Supplies;,Paper,East USA,1/7/2023,1/28/2023,64.82,42.9,40,1716,2592.8,876.8,,
58,Xerox 1885,Consumer;Furniture;,Chairs,East USA,12/16/2022,8/31/2022,263.05,140.75,28,3941,7365.4,3424.4,,
59,Global Sup,Consumer;Office Supplies;,Paper,East Canada,10/22/2022,3/16/2022,395.4,208.11,32,6659.52,12652.8,5993.28,,
60,OtterBox D,Consumer;Technology;,Accessories,Central Brazil,12/2/2022,1/31/2023,471.84,404.14,99,40009.86,46712.16,6702.3,,
61,Fellowes O,Consumer;Office Supplies;,Binders,East Mexico,3/6/2022,12/17/2022,375.92,257.7,15,3865.5,5638.8,1773.3,,
62,iHome FM C,Consumer;Office Supplies;,Art,Central Brazil,2/19/2023,10/2/2022,363.08,228.02,85,19381.7,30861.8,11480.1,,
63,Riverside ,Consumer;Technology;,Accessories,East Brazil,1/31/2023,9/15/2022,414.98,286.58,70,20060.6,29048.6,8988,,
64,Advantus R,Consumer;Office Supplies;,Binders,East USA,5/6/2022,4/21/2022,228.64,143.43,65,9322.95,14861.6,5538.65,,
65,SanDisk Ul,Consumer;Office Supplies;,Paper,East Mexico,8/18/2022,1/28/2023,404.86,281.63,4,1126.52,1619.44,492.92,,
66,Plymouth B,Consumer;Furniture;,Furnishings,East Mexico,4/22/2022,1/19/2023,13.9,11.73,11,129.03,152.9,23.87,,
67,G.E. Halog,Home Office;Furniture;,Chairs,East Brazil,6/17/2022,7/31/2022,463.03,341.22,26,8871.72,12038.78,3167.06,,
68,Office Sta,Corporate;Office Supplies;,Art,East Canada,2/8/2023,2/4/2023,227.22,176.75,61,10781.75,13860.42,3078.67,,
69,Canon Imag,Corporate;Technology;,Phones,East Brazil,6/12/2022,4/10/2022,281.16,181.59,37,6718.83,10402.92,3684.09,,
70,Avery 474,Consumer;Office Supplies;,Paper,Central Canada,8/20/2022,8/24/2022,134.89,107.29,23,2467.67,3102.47,634.8,,
71,Xerox 1919,Consumer;Office Supplies;,Binders,East Mexico,2/4/2023,3/2/2022,373.84,286.6,93,26653.8,34767.12,8113.32,,
72,Strathmore,Consumer;Office Supplies;,Paper,East Brazil,5/8/2022,7/2/2022,47.55,26.05,85,2214.25,4041.75,1827.5,,
73,Wilson Jon,Consumer;Furniture;,Chairs,East USA,9/9/2022,9/21/2022,437.59,319.03,91,29031.73,39820.69,10788.96,,
74,Xerox 207,Consumer;Furniture;,Furnishings,East Brazil,12/13/2022,1/7/2023,415.78,250.59,40,10023.6,16631.2,6607.6,,
75,Tennsco 16,Consumer;Office Supplies;,Storage,East Mexico,10/3/2022,5/14/2022,115.87,95.2,77,7330.4,8921.99,1591.59,,
76,Logitech P,Corporate;Office Supplies;,Binders,East USA,6/26/2022,7/6/2022,406.57,272.55,23,6268.65,9351.11,3082.46,,
77,AT&T 1080 ,Corporate;Furniture;,Furnishings,East USA,6/3/2022,11/21/2022,395.32,354.95,16,5679.2,6325.12,645.92,,
78,Bevis 44 x,Corporate;Office Supplies;,Storage,South Canada,5/16/2022,12/11/2022,319.79,171.73,94,16142.62,30060.26,13917.64,,
79,NETGEAR N7,Consumer;Furniture;,Furnishings,East USA,6/21/2022,9/25/2022,193.02,156.76,61,9562.36,11774.22,2211.86,,
80,Cardinal S,Corporate;Office Supplies;,Appliances,East USA,4/20/2022,10/24/2022,143.03,110.06,68,7484.08,9726.04,2241.96,,
81,Avery 506,Corporate;Office Supplies;,Binders,East Brazil,10/4/2022,3/10/2022,123.57,99.72,80,7977.6,9885.6,1908,,
82,Logitech W,Consumer;Office Supplies;,Art,East Mexico,12/1/2022,5/14/2022,166.12,103.49,31,3208.19,5149.72,1941.53,,
83,Fluorescen,Consumer;Office Supplies;,Storage,Central Canada,9/29/2022,3/11/2022,452.74,315.48,53,16720.44,23995.22,7274.78,,
84,Acco Press,Corporate;Office Supplies;,Envelopes,South Brazil,1/29/2023,6/13/2022,48.04,39.33,25,983.25,1201,217.75,,
85,Crayola An,Home Office;Office Supplies;,Storage,East USA,2/27/2022,4/1/2022,416.15,246.78,44,10858.32,18310.6,7452.28,,
86,Newell 338,Consumer;Furniture;,Chairs,East USA,12/31/2022,7/18/2022,180.96,106.84,12,1282.08,2171.52,889.44,,
87,Great Whit,Consumer;Technology;,Accessories,Central Canada,3/10/2022,12/12/2022,265.58,191.33,90,17219.7,23902.2,6682.5,,
88,Carina Dou,Consumer;Office Supplies;,Labels,Central Mexico,6/2/2022,3/31/2022,399.3,283.27,97,27477.19,38732.1,11254.91,,
89,O'Sullivan,Home Office;Office Supplies;,Storage,East Canada,1/2/2023,3/2/2022,443.34,271.73,92,24999.16,40787.28,15788.12,,
90,Acco Trans,Corporate;Office Supplies;,Art,East Brazil,12/17/2022,5/2/2022,178.94,110.81,9,997.29,1610.46,613.17,,
91,Tenex Pers,Corporate;Technology;,Phones,Central Canada,7/18/2022,8/25/2022,236.3,144.41,12,1732.92,2835.6,1102.68,,
92,Flat Face ,Corporate;Office Supplies;,Paper,East USA,4/2/2022,1/8/2023,213.11,172.32,69,11890.08,14704.59,2814.51,,
93,Wirebound ,Consumer;Office Supplies;,Paper,Central Brazil,12/8/2022,6/3/2022,16.49,12.54,54,677.16,890.46,213.3,,
94,Xerox 221,Consumer;Furniture;,Furnishings,South USA,6/19/2022,12/7/2022,155.01,129.12,54,6972.48,8370.54,1398.06,,
95,Tenex Chai,Consumer;Office Supplies;,Binders,South Mexico,6/15/2022,3/27/2022,235,209.19,28,5857.32,6580,722.68,,
96,Tenex Chai,Home Office;Office Supplies;,Binders,East USA,7/20/2022,2/2/2023,211.44,145.82,56,8165.92,11840.64,3674.72,,
97,iKross Blu,Home Office;Furniture;,Furnishings,East USA,2/19/2023,7/12/2022,363.75,191.58,99,18966.42,36011.25,17044.83,,
98,GBC Premiu,Consumer;Office Supplies;,Binders,East Canada,6/7/2022,10/9/2022,198.55,103.09,69,7113.21,13699.95,6586.74,,
99,GBC Plasti,Corporate;Office Supplies;,Appliances,South USA,7/20/2022,12/19/2022,249.79,154.44,98,15135.12,24479.42,9344.3,,
100,Boston 168,Home Office;Office Supplies;,Paper,Central Brazil,3/3/2022,3/11/2022,220.51,192.51,98,18865.98,21609.98,2744,,
101,GBC Twin L,Home Office;Technology;,Accessories,East Brazil,4/21/2022,1/12/2023,372.91,264.5,77,20366.5,28714.07,8347.57,,
102,Avery 508,Home Office;Office Supplies;,Binders,Central Mexico,7/13/2022,2/1/2023,432.86,263.49,58,15282.42,25105.88,9823.46,,
103,Xerox 1891,Consumer;Office Supplies;,Paper,Central Brazil,9/20/2022,3/6/2022,270.63,178.53,78,13925.34,21109.14,7183.8,,
104,Micro Inno,Consumer;Technology;,Accessories,Central Canada,2/3/2023,10/16/2022,396.82,293.42,75,22006.5,29761.5,7755,,
105,Fellowes B,Consumer;Furniture;,Furnishings,East Mexico,4/19/2022,8/3/2022,155.43,118.31,42,4969.02,6528.06,1559.04,,
106,Avery 481,Consumer;Office Supplies;,Binders,South Brazil,5/12/2022,1/6/2023,275.27,154.58,38,5874.04,10460.26,4586.22,,
107,Boston Mod,Consumer;Technology;,Accessories,East Canada,8/14/2022,1/5/2023,179.16,159.6,68,10852.8,12182.88,1330.08,,
108,Kensington,Consumer;Technology;,Phones,South Brazil,5/2/2022,5/19/2022,212.96,152.89,53,8103.17,11286.88,3183.71,,
109,Eureka The,Consumer;Office Supplies;,Art,East Brazil,12/6/2022,6/10/2022,368.88,204.46,33,6747.18,12173.04,5425.86,,
110,Acco PRESS,Home Office;Technology;,Accessories,East USA,10/19/2022,12/11/2022,442.01,379,71,26909,31382.71,4473.71,,
111,Sabrent 4-,Corporate;Furniture;,Furnishings,Central Brazil,12/28/2022,10/24/2022,69.53,36.84,56,2063.04,3893.68,1830.64,,
112,Xerox 1881,Consumer;Office Supplies;,Art,South Brazil,3/30/2022,6/6/2022,320.97,277.03,72,19946.16,23109.84,3163.68,,
113,Globe Weis,Consumer;Office Supplies;,Binders,South Canada,4/23/2022,5/4/2022,295.25,265.32,51,13531.32,15057.75,1526.43,,
114,Samsung Re,Consumer;Office Supplies;,Fasteners,South Canada,1/26/2023,8/18/2022,68.02,53.07,74,3927.18,5033.48,1106.3,,
115,Memorex Mi,Consumer;Office Supplies;,Envelopes,Central USA,1/9/2023,5/12/2022,113.83,92,43,3956,4894.69,938.69,,
116,Flat Face ,Consumer;Office Supplies;,Paper,Central Brazil,11/9/2022,12/22/2022,162.39,103.1,15,1546.5,2435.85,889.35,,
117,Advantus P,Consumer;Office Supplies;,Envelopes,East USA,9/11/2022,5/8/2022,91.8,80.47,38,3057.86,3488.4,430.54,,
118,Newell 326,Consumer;Furniture;,Tables,East Brazil,3/23/2022,8/24/2022,129.43,92.14,15,1382.1,1941.45,559.35,,
119,Fiskars Ho,Corporate;Office Supplies;,Binders,South Mexico,5/24/2022,6/4/2022,141.12,111.9,5,559.5,705.6,146.1,,
120,Panasonic ,Consumer;Furniture;,Furnishings,South Mexico,4/3/2022,2/1/2023,174.48,151.74,93,14111.82,16226.64,2114.82,,
121,Southworth,Consumer;Office Supplies;,Binders,East USA,5/20/2022,10/3/2022,377.2,335.74,83,27866.42,31307.6,3441.18,,
122,White Dual,Consumer;Office Supplies;,Storage,South USA,10/31/2022,1/25/2023,290.24,241.85,54,13059.9,15672.96,2613.06,,
123,Newell 326,Consumer;Office Supplies;,Envelopes,Central USA,8/2/2022,10/19/2022,493.26,306.42,51,15627.42,25156.26,9528.84,,
124,Logitech C,Consumer;Technology;,Phones,Central Canada,12/22/2022,3/28/2022,213.22,189.04,10,1890.4,2132.2,241.8,,
125,APC 7 Outl,Home Office;Furniture;,Chairs,South Canada,9/1/2022,10/22/2022,379.39,285.02,12,3420.24,4552.68,1132.44,,
126,Staple mag,Consumer;Furniture;,Tables,Central Canada,7/14/2022,5/5/2022,437.02,381.19,4,1524.76,1748.08,223.32,,
127,Xerox 226,Consumer;Office Supplies;,Binders,Central USA,8/10/2022,8/12/2022,342.7,264.03,95,25082.85,32556.5,7473.65,,
128,Eldon Expr,Consumer;Office Supplies;,Storage,South Brazil,6/19/2022,6/17/2022,211.81,131.94,18,2374.92,3812.58,1437.66,,
129,Xerox 1949,Home Office;Furniture;,Chairs,East Mexico,9/3/2022,4/12/2022,379.26,245.76,80,19660.8,30340.8,10680,,
130,Wilson Jon,Home Office;Furniture;,Furnishings,East USA,11/2/2022,3/1/2022,109.8,79.08,36,2846.88,3952.8,1105.92,,
131,Boston KS ,Corporate;Technology;,Phones,Central Canada,9/7/2022,9/25/2022,170.5,139.13,25,3478.25,4262.5,784.25,,
132,Belkin 5 O,Corporate;Office Supplies;,Paper,East Canada,2/16/2023,7/20/2022,277.88,174.28,87,15162.36,24175.56,9013.2,,
133,Xerox 226,Corporate;Office Supplies;,Fasteners,Central USA,12/5/2022,10/6/2022,291.95,213.68,76,16239.68,22188.2,5948.52,,
134,Catalog Bi,Consumer;Office Supplies;,Paper,Central USA,4/29/2022,4/11/2022,20.85,13.31,98,1304.38,2043.3,738.92,,
135,Regenerati,Consumer;Office Supplies;,Paper,East Canada,9/9/2022,11/2/2022,473.11,390.93,36,14073.48,17031.96,2958.48,,
135,Regenerati,Consumer;Office Supplies;,Paper,East Canada,9/9/2022,11/2/2022,473.11,390.93,36,14073.48,17031.96,2958.48,,
135,Regenerati,Consumer;Office Supplies;,Paper,East Canada,9/9/2022,11/2/2022,473.11,390.93,36,14073.48,17031.96,2958.48,,
136,Global Lea,Consumer;Office Supplies;,Art,Central Brazil,3/21/2022,6/20/2022,351.35,241.27,67,16165.09,23540.45,7375.36,,
137,Jabra BIZ ,Consumer;Office Supplies;,Fasteners,East Canada,5/10/2022,9/17/2022,252.89,134.21,9,1207.89,2276.01,1068.12,,
138,Xerox 1964,Consumer;Office Supplies;,Binders,East Canada,10/5/2022,2/10/2023,467.23,264.65,61,16143.65,28501.03,12357.38,,
139,Microsoft ,Consumer;Office Supplies;,Supplies,East USA,3/4/2022,10/12/2022,225.16,118.08,53,6258.24,11933.48,5675.24,,
140,Avery Self,Consumer;Furniture;,Furnishings,East Brazil,9/16/2022,12/22/2022,490.41,343.15,18,6176.7,8827.38,2650.68,,
141,Tops Green,Corporate;Furniture;,Furnishings,South Canada,11/22/2022,8/15/2022,261.02,141.61,43,6089.23,11223.86,5134.63,,
142,Aastra 57i,Corporate;Office Supplies;,Art,East Canada,7/8/2022,10/22/2022,66,36.01,35,1260.35,2310,1049.65,,
143,Xerox 1943,Corporate;Office Supplies;,Envelopes,South Mexico,11/17/2022,7/11/2022,384.75,337.2,63,21243.6,24239.25,2995.65,,
144,Panasonic ,Corporate;Office Supplies;,Paper,South USA,5/6/2022,2/17/2023,342.66,290.94,98,28512.12,33580.68,5068.56,,
145,Logitech 9,Consumer;Office Supplies;,Appliances,East Mexico,9/14/2022,11/29/2022,388.76,264.68,78,20645.04,30323.28,9678.24,,
146,Xerox 1893,Consumer;Office Supplies;,Storage,Central Mexico,1/19/2023,2/12/2023,476.21,425.89,4,1703.56,1904.84,201.28,,
147,Xerox 2,Home Office;Furniture;,Furnishings,East Canada,12/18/2022,3/6/2022,390.48,195.27,93,18160.11,36314.64,18154.53,,
148,Xerox 1935,Corporate;Technology;,Phones,Central USA,7/17/2022,2/22/2023,309.55,230.8,41,9462.8,12691.55,3228.75,,
149,Cyber Acou,Corporate;Technology;,Phones,South Brazil,4/26/2022,10/30/2022,430.08,321.09,45,14449.05,19353.6,4904.55,,
150,Eldon Expr,Corporate;Furniture;,Chairs,East Canada,5/25/2022,4/19/2022,339.89,232.14,50,11607,16994.5,5387.5,,
151,Eureka The,Corporate;Office Supplies;,Binders,Central Brazil,7/11/2022,1/2/2023,209.98,138.33,79,10928.07,16588.42,5660.35,,
152,GBC Plasti,Home Office;Office Supplies;,Appliances,East Brazil,8/22/2022,5/6/2022,443.95,302.84,28,8479.52,12430.6,3951.08,,
153,Canon PC10,Home Office;Technology;,Phones,Central USA,6/2/2022,7/28/2022,118.73,79.07,42,3320.94,4986.66,1665.72,,
154,Safco Indu,Corporate;Office Supplies;,Paper,East Mexico,8/4/2022,10/18/2022,360.17,285.33,80,22826.4,28813.6,5987.2,,
155,SAFCO Arco,Corporate;Office Supplies;,Paper,East USA,8/15/2022,4/29/2022,441.97,244.91,76,18613.16,33589.72,14976.56,,
156,Riverside ,Corporate;Office Supplies;,Storage,Central Brazil,9/29/2022,8/22/2022,368.35,213.3,69,14717.7,25416.15,10698.45,,
157,Binding Ma,Home Office;Office Supplies;,Art,Central Canada,10/19/2022,12/21/2022,351.66,201.22,98,19719.56,34462.68,14743.12,,
158,Office Imp,Consumer;Furniture;,Chairs,Central Brazil,12/15/2022,2/18/2023,378.79,229.16,1,229.16,378.79,149.63,,
159,Avery Dura,Consumer;Office Supplies;,Labels,Central Canada,9/13/2022,5/6/2022,237.88,168.92,39,6587.88,9277.32,2689.44,,
160,Newell 344,Consumer;Technology;,Phones,Central Canada,2/16/2023,2/7/2023,438.34,238.67,96,22912.32,42080.64,19168.32,,
161,Xerox 1898,Consumer;Office Supplies;,Paper,East USA,9/6/2022,8/28/2022,109.68,92.93,90,8363.7,9871.2,1507.5,,
162,Hon 61000 ,Consumer;Technology;,Accessories,South Brazil,3/20/2022,9/22/2022,72.42,44.82,17,761.94,1231.14,469.2,,
163,Hewlett-Pa,Consumer;Office Supplies;,Envelopes,East Mexico,5/17/2022,2/13/2023,149.9,84.7,91,7707.7,13640.9,5933.2,,
164,Xerox 1978,Consumer;Office Supplies;,Binders,East Brazil,11/28/2022,11/20/2022,270.47,208.33,88,18333.04,23801.36,5468.32,,
165,Harbour Cr,Consumer;Office Supplies;,Art,East Brazil,6/18/2022,3/30/2022,260.18,134.05,35,4691.75,9106.3,4414.55,,
166,Samsung Ga,Consumer;Technology;,Machines,South Mexico,1/29/2023,12/22/2022,412.09,308.24,46,14179.04,18956.14,4777.1,,
167,Surelock P,Consumer;Office Supplies;,Storage,East USA,6/20/2022,6/13/2022,208.24,162.28,42,6815.76,8746.08,1930.32,,
168,Xerox 222,Consumer;Furniture;,Chairs,South Brazil,3/4/2022,4/12/2022,247.33,144.93,39,5652.27,9645.87,3993.6,,
169,Kingston D,Consumer;Office Supplies;,Art,East Brazil,8/25/2022,2/11/2023,16.55,8.55,90,769.5,1489.5,720,,
170,Wilson Jon,Consumer;Office Supplies;,Appliances,Central Canada,3/19/2022,10/22/2022,210.77,136.04,49,6665.96,10327.73,3661.77,,
171,Newell 350,Consumer;Technology;,Phones,Central Brazil,3/24/2022,5/7/2022,327.41,176.62,62,10950.44,20299.42,9348.98,,
172,Smead Alph,Consumer;Office Supplies;,Paper,East Mexico,3/6/2022,12/15/2022,17.6,9.62,38,365.56,668.8,303.24,,
173,Prang Colo,Consumer;Office Supplies;,Paper,Central Canada,8/28/2022,5/16/2022,147.63,88.83,23,2043.09,3395.49,1352.4,,
174,Multi-Use ,Consumer;Furniture;,Chairs,East USA,6/15/2022,1/20/2023,111.9,69.18,22,1521.96,2461.8,939.84,,
175,Canon imag,Corporate;Office Supplies;,Appliances,Central Canada,10/20/2022,9/15/2022,30.57,21.77,4,87.08,122.28,35.2,,
176,Dixon Tico,Corporate;Office Supplies;,Labels,South Mexico,3/13/2022,10/6/2022,244.84,188.86,49,9254.14,11997.16,2743.02,,
177,RSVP Cards,Consumer;Office Supplies;,Appliances,East Mexico,12/1/2022,3/26/2022,99.04,73,59,4307,5843.36,1536.36,,
178,Easy-stapl,Consumer;Furniture;,Chairs,East Canada,11/12/2022,9/26/2022,374.11,209.26,73,15275.98,27310.03,12034.05,,
179,GBC Twin L,Consumer;Office Supplies;,Supplies,South USA,2/21/2023,1/6/2023,425.48,242.03,68,16458.04,28932.64,12474.6,,
180,Canvas Sec,Home Office;Office Supplies;,Art,South Canada,3/13/2022,4/2/2022,277.34,236.16,71,16767.36,19691.14,2923.78,,
181,Toshiba IP,Corporate;Office Supplies;,Storage,East USA,6/29/2022,2/9/2023,491.04,355.19,87,30901.53,42720.48,11818.95,,
182,Logitech M,Corporate;Technology;,Accessories,East Canada,8/6/2022,4/27/2022,230.73,195.65,2,391.3,461.46,70.16,,
183,Acco PRESS,Home Office;Technology;,Phones,East Mexico,8/23/2022,5/5/2022,261.55,169.65,49,8312.85,12815.95,4503.1,,
184,Jet-Pak Re,Home Office;Technology;,Phones,Central Brazil,12/9/2022,1/17/2023,494.72,368.94,88,32466.72,43535.36,11068.64,,
185,Micro Inno,Home Office;Technology;,Accessories,East Brazil,10/21/2022,12/22/2022,123.46,87.59,95,8321.05,11728.7,3407.65,,
186,Sensible S,Consumer;Office Supplies;,Binders,South USA,9/25/2022,9/13/2022,471.85,296.16,31,9180.96,14627.35,5446.39,,
187,Xerox 220,Home Office;Technology;,Accessories,East USA,10/26/2022,10/13/2022,30.99,21.32,40,852.8,1239.6,386.8,,
